PROBEID	ENTREZID	SYMBOL	GENENAME
1557498_a_at	101928190	LINC01487	long intergenic non-protein coding RNA 1487
1557501_a_at			
1557502_at	5096	PCCB	propionyl-CoA carboxylase subunit beta
1557504_at			
1557505_a_at			
1557506_a_at	9462	RASAL2	RAS protein activator like 2
1557507_at	100507602	TRIM52-AS1	TRIM52 antisense RNA 1
1557511_at	101928614	LINC02189	long intergenic non-protein coding RNA 2189
1557512_at			
1557513_a_at			
1557514_a_at			
1557515_at			
1557517_a_at			
1557518_a_at			
1557519_at			
1557520_a_at	9528	TMEM59	transmembrane protein 59
1557521_a_at	10904	BLCAP	BLCAP apoptosis inducing factor
1557522_x_at	10904	BLCAP	BLCAP apoptosis inducing factor
1557523_at	92270	ATP6AP1L	ATPase H+ transporting accessory protein 1 like (pseudogene)
1557527_at			
1557528_at	92335	STRADA	STE20 related adaptor alpha
1557529_at	283450	HECTD4	HECT domain E3 ubiquitin protein ligase 4
1557531_a_at	414236	C10orf55	chromosome 10 putative open reading frame 55
1557532_at	4701	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
1557533_at			
1557534_at	339862	BALR6	B-cell acute lymphoblastic leukemia associated long RNA 6
1557535_at	23022	PALLD	palladin, cytoskeletal associated protein
1557536_at	65268	WNK2	WNK lysine deficient protein kinase 2
1557538_at			
1557539_at	57666	FBRSL1	fibrosin like 1
1557540_at	100507403	LNCMB2	lncRNA MYC regulated medulloblastoma associated 2
1557541_at	158228	FAM201A	family with sequence similarity 201 member A
1557542_at			
1557543_at			
1557544_at	159686	CFAP58	cilia and flagella associated protein 58
1557545_s_at	494470	ARK2C	arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C
1557548_at	414235	DIP2C-AS1	DIP2C antisense RNA 1
1557550_at	148145	LINC00906	long intergenic non-protein coding RNA 906
1557551_at			
1557553_at	4660	PPP1R12B	protein phosphatase 1 regulatory subunit 12B
1557555_at			
1557557_at	100129196	MATN1-AS1	MATN1 antisense RNA 1
1557558_s_at	100129196	MATN1-AS1	MATN1 antisense RNA 1
1557560_at	29940	DSE	dermatan sulfate epimerase
1557562_at			
1557564_at	100507300	ALKBH3-AS1	ALKBH3 antisense RNA 1
1557565_a_at	100507300	ALKBH3-AS1	ALKBH3 antisense RNA 1
1557566_at	100507634	LOC100507634	uncharacterized LOC100507634
1557567_a_at	100507634	LOC100507634	uncharacterized LOC100507634
1557569_at	9526	MPDU1	mannose-P-dolichol utilization defect 1
1557570_a_at	285084	LINC01305	long intergenic non-protein coding RNA 1305
1557571_at	55187	VPS13D	vacuolar protein sorting 13 homolog D
1557575_at	8987	STBD1	starch binding domain 1
1557576_at	152559	PAQR3	progestin and adipoQ receptor family member 3
1557578_at	90102	PHLDB2	pleckstrin homology like domain family B member 2
1557580_at			
1557581_x_at			
1557582_at	55909	BIN3	bridging integrator 3
1557583_at	9705	ST18	ST18 C2H2C-type zinc finger transcription factor
1557584_at	403323	LERFS	lncRNA negative regulator of fibroblast-like synoviocyte migration, SYNCRIP interacting
1557585_at	51606	ATP6V1H	ATPase H+ transporting V1 subunit H
1557586_s_at	51606	ATP6V1H	ATPase H+ transporting V1 subunit H
1557588_at	100128946	LINC01310	long intergenic non-protein coding RNA 1310
1557589_a_at			
1557590_at	100130522	PARD6G-AS1	PARD6G antisense RNA 1
1557591_at	283038	LOC283038	uncharacterized LOC283038
1557593_at	10885	WDR3	WD repeat domain 3
1557595_at	51659	GINS2	GINS complex subunit 2
1557597_at	100289211	LINC00624	long intergenic non-protein coding RNA 624
1557598_at	101927870	SLC26A5-AS1	SLC26A5 antisense RNA 1
1557599_a_at	101927870	SLC26A5-AS1	SLC26A5 antisense RNA 1
1557601_s_at	57501	CFAP92	cilia and flagella associated protein 92 (putative)
1557602_at	201617	LINC00870	long intergenic non-protein coding RNA 870
1557604_at	401312	LOC401312	uncharacterized LOC401312
1557605_a_at	401312	LOC401312	uncharacterized LOC401312
1557606_at	101928002	LOC101928002	uncharacterized LOC101928002
1557607_at	284080	PICART1	p53 inducible cancer associated RNA transcript 1
1557608_a_at	284080	PICART1	p53 inducible cancer associated RNA transcript 1
1557609_s_at	23232	TBC1D12	TBC1 domain family member 12
1557610_at	100507034	PITRM1-AS1	PITRM1 antisense RNA 1
1557611_at	9654	TTLL4	tubulin tyrosine ligase like 4
1557613_at	285352	KIF9-AS1	KIF9 antisense RNA 1
1557615_a_at	100533184	ARHGAP19-SLIT1	ARHGAP19-SLIT1 readthrough (NMD candidate)
1557616_at	84838	ZNF496	zinc finger protein 496
1557617_at	100189589	DCTN1-AS1	DCTN1 antisense RNA 1
1557618_at	285768	LINC01622	long intergenic non-protein coding RNA 1622
1557620_a_at	120935	CCDC38	coiled-coil domain containing 38
1557621_at	375616	KCP	kielin cysteine rich BMP regulator
1557623_at			
1557624_at			
1557626_at			
1557627_at			
1557628_s_at			
1557630_s_at			
1557631_at	101928877	LINC02436	long intergenic non-protein coding RNA 2436
1557632_at			
1557633_at	29797	POM121L8P	POM121 transmembrane nucleoporin like 8, pseudogene
1557636_a_at	136288	C7orf57	chromosome 7 open reading frame 57
1557637_at			
1557638_at	101929748	LOC101929748	uncharacterized LOC101929748
1557639_at	4774	NFIA	nuclear factor I A
1557641_at			
1557642_at	79781	DRC11	dynein regulatory complex subunit 11
1557644_at	101926996	RUNDC3A-AS1	RUNDC3A antisense RNA 1
1557645_at			
1557646_at	100507240	VWA8-AS1	VWA8 antisense RNA 1
1557647_a_at	100507240	VWA8-AS1	VWA8 antisense RNA 1
1557649_at	2582	GALE	UDP-galactose-4-epimerase
1557651_x_at	2582	GALE	UDP-galactose-4-epimerase
1557652_a_at	100874114	CCDC13-AS1	CCDC13 antisense RNA 1
1557656_at	400238	LINC00642	long intergenic non-protein coding RNA 642
1557657_a_at	400238	LINC00642	long intergenic non-protein coding RNA 642
1557658_at			
1557659_a_at			
1557660_s_at	100506733	FAM170B-AS1	FAM170B antisense RNA 1
1557661_at			
1557664_at			
1557665_at			
1557666_s_at	158067	AK8	adenylate kinase 8
1557667_at			
1557669_at			
1557672_s_at	100133308	RSU1P2	Ras suppressor protein 1 pseudogene 2
1557673_at			
1557674_s_at	101928068	EFCAB2-AS1	EFCAB2 antisense RNA 1
1557675_at	5894	RAF1	Raf-1 proto-oncogene, serine/threonine kinase
1557676_at			
1557677_a_at	339976	TRIML1	tripartite motif family like 1
1557679_at	9228	DLGAP2	DLG associated protein 2
1557680_at	161394	SAMD15	sterile alpha motif domain containing 15
1557681_s_at	161394	SAMD15	sterile alpha motif domain containing 15
1557682_a_at	284688	LINC01142	long intergenic non-protein coding RNA 1142
1557683_at			
1557684_at	57335	ZNF286A	zinc finger protein 286A
1557685_at	100507117	ASAP1-IT2	ASAP1 intronic transcript 2
1557688_at			
1557689_at			
1557690_x_at			
1557692_a_at	2628	GATM	glycine amidinotransferase
1557693_at	100507299	SMC5-DT	SMC5 divergent transcript
1557697_at			
1557698_at			
1557699_x_at			
1557700_at	5429	POLH	DNA polymerase eta
1557701_s_at	5429	POLH	DNA polymerase eta
1557702_at	101927604	LOC101927604	uncharacterized LOC101927604
1557703_at	64844	MARCHF7	membrane associated ring-CH-type finger 7
1557704_a_at	64844	MARCHF7	membrane associated ring-CH-type finger 7
1557705_a_at			
1557706_at	22882	ZHX2	zinc fingers and homeoboxes 2
1557707_at			
1557709_at			
1557710_at			
1557712_x_at			
1557713_at			
1557714_at	1487	CTBP1	C-terminal binding protein 1
1557717_at	338862	LINC00550	long intergenic non-protein coding RNA 550
1557718_at	5527	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
1557719_at	200576	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing
1557720_s_at	23026	MYO16	myosin XVI
1557721_at			
1557723_at	285847	LOC285847	uncharacterized LOC285847
1557724_a_at	285847	LOC285847	uncharacterized LOC285847
1557726_at	100131755	ARMCX4	armadillo repeat containing X-linked 4
1557727_at	400960	PCBP1-AS1	PCBP1 antisense RNA 1
1557729_at	2869	GRK5	G protein-coupled receptor kinase 5
1557731_at	400620	LINC02092	long intergenic non-protein coding RNA 2092
1557733_a_at	100506915	CHRM3-AS2	CHRM3 antisense RNA 2
1557734_s_at	100130548	LOC100130548	uncharacterized LOC100130548
1557735_at			
1557736_at	4820	NKTR	natural killer cell triggering receptor
1557737_s_at	4820	NKTR	natural killer cell triggering receptor
1557738_at			
1557739_at	105372547	LOC105372547	uncharacterized LOC105372547
1557740_a_at			
1557741_at	100128176	UST-AS1	UST antisense RNA 1
1557742_a_at	100128176	UST-AS1	UST antisense RNA 1
1557744_at			
1557745_at			
1557746_at			
1557749_at	254102	EHBP1L1	EH domain binding protein 1 like 1
1557751_at			
1557753_at	101927282	LINC02466	long intergenic non-protein coding RNA 2466
1557754_at			
1557755_at	145508	CEP128	centrosomal protein 128
1557756_a_at	145508	CEP128	centrosomal protein 128
1557757_at			
1557758_at	101928535	LOC101928535	uncharacterized LOC101928535
1557759_at	55101	DMAC2	distal membrane arm assembly component 2
1557761_s_at	400794	LRRC52-AS1	LRRC52 antisense RNA 1
1557762_at	105377458	LOC105377458	uncharacterized LOC105377458
1557763_at	10161	LPAR6	lysophosphatidic acid receptor 6
1557765_at	643401	PURPL	p53 upregulated regulator of p53 levels
1557767_at	339345	NANOS2	nanos C2HC-type zinc finger 2
1557768_at	101928760	CRACD-AS1	CRACD antisense RNA 1
1557769_at			
1557770_at	51194	IPO11	importin 11
1557771_at	114827	FHAD1	forkhead associated phosphopeptide binding domain 1
1557772_at			
1557774_at	105373958	RAB17-DT	RAB17 divergent transcript
1557775_a_at			
1557776_at	101928303	ZPLD2P	zona pellucida like domain containing 2, pseudogene
1557777_at	5158	PDE6B	phosphodiesterase 6B
1557778_at	101927967	LOC101927967	uncharacterized LOC101927967
1557779_at	101928687	LNCAROD	lncRNA activating regulator of DKK1
1557780_at			
1557782_s_at	54067	EPCIP-AS1	EPCIP antisense RNA 1
1557783_at	100133991	MAP3K14-AS1	MAP3K14 antisense RNA 1
1557786_s_at	53344	CHIC1	cysteine rich hydrophobic domain 1
1557787_at	101929153	LINC02114	long intergenic non-protein coding RNA 2114
1557788_a_at	100128782	ERCC6L2-AS1	ERCC6L2 antisense RNA 1
1557789_at			
1557790_at	8690	JRKL	JRK like
1557791_at			
1557793_at	83850	ESYT3	extended synaptotagmin 3
1557795_s_at	4916	NTRK3	neurotrophic receptor tyrosine kinase 3
1557796_at	55711	FAR2	fatty acyl-CoA reductase 2
1557797_a_at			
1557798_at	10330	CNPY2	canopy FGF signaling regulator 2
1557799_at	280636	SELENOH	selenoprotein H
1557801_x_at	280636	SELENOH	selenoprotein H
1557802_at	101926944	LOC101926944	uncharacterized LOC101926944
1557803_at			
1557804_at			
1557805_at			
1557807_a_at			
1557809_a_at			
1557810_at			
1557811_a_at			
1557812_a_at			
1557813_at			
1557814_a_at			
1557816_a_at			
1557817_a_at			
1557818_x_at			
1557820_at	10939	AFG3L2	AFG3 like matrix AAA peptidase subunit 2
1557821_at	283547	LINC00639	long intergenic non-protein coding RNA 639
1557822_at	401134	LINC02232	long intergenic non-protein coding RNA 2232
1557823_s_at	401134	LINC02232	long intergenic non-protein coding RNA 2232
1557825_at			
1557826_at	338817	LINC01252	long intergenic non-protein coding RNA 1252
1557827_at	414245	DNAJC9-AS1	DNAJC9 and MRPS16 antisense RNA 1
1557828_a_at	64417	TMEM267	transmembrane protein 267
1557829_at			
1557830_at			
1557832_at	101926960	LINC02996	long intergenic non-protein coding RNA 2996
1557833_at			
1557835_at			
1557836_at	255520	ELMOD2	ELMO domain containing 2
1557837_a_at	255520	ELMOD2	ELMO domain containing 2
1557838_at	51059	FAM135B	family with sequence similarity 135 member B
1557840_at			
1557841_at	101926915	LOC101926915	uncharacterized LOC101926915
1557842_at			
1557843_at	101927994	LINC01087	long intergenic non-protein coding RNA 1087
1557845_at			
1557848_at	101929084	LINC02401	long intergenic non-protein coding RNA 2401
1557849_at			
1557850_at	285954	INHBA-AS1	INHBA antisense RNA 1
1557852_at	1912	PHC2	polyhomeotic homolog 2
1557856_at			
1557857_a_at			
1557861_at			
1557862_at	654841	MFF-DT	MFF divergent transcript
1557863_at	101928388	PLA2G4E-AS1	PLA2G4E antisense RNA 1
1557864_x_at	101928388	PLA2G4E-AS1	PLA2G4E antisense RNA 1
1557865_at	100505658	DIAPH1-AS1	DIAPH1 antisense RNA 1
1557866_at	286207	CFAP157	cilia and flagella associated protein 157
1557867_s_at	286207	CFAP157	cilia and flagella associated protein 157
1557869_at			
1557871_at	253573	LINC02052	long intergenic non-protein coding RNA 2052
1557873_at	102546294	FBXO38-DT	FBXO38 divergent transcript
1557874_at	100507470	GRID1-AS1	GRID1 antisense RNA 1
1557875_at	101928165	CASC17	cancer susceptibility 17
1557876_at	340094	LINC01020	long intergenic non-protein coding RNA 1020
1557877_s_at	340094	LINC01020	long intergenic non-protein coding RNA 1020
1557878_at	101930370	GALNT7-DT	GALNT7 divergent transcript
1557879_at	100129175	CFAP65-AS1	CFAP65 antisense RNA 1
1557880_at	27328	PCDH11X	protocadherin 11 X-linked
1557880_at	83259	PCDH11Y	protocadherin 11 Y-linked
1557881_at	414201	ZNF32-AS3	ZNF32 antisense RNA 3
1557882_at			
1557883_a_at			
1557885_at	101927380	CARNMT1-AS1	CARNMT1 antisense RNA 1
1557886_at	201134	CEP112	centrosomal protein 112
1557888_at	126208	ZNF787	zinc finger protein 787
1557889_at			
1557890_at	729178	STXBP5-AS1	STXBP5 antisense RNA 1
1557891_s_at	729178	STXBP5-AS1	STXBP5 antisense RNA 1
1557892_at	100144597	LINC01056	long intergenic non-protein coding RNA 1056
1557893_a_at	100144597	LINC01056	long intergenic non-protein coding RNA 1056
1557895_at	400579	LINC02076	long intergenic non-protein coding RNA 2076
1557896_at			
1557897_at	105374690	LOC105374690	uncharacterized LOC105374690
1557898_at	101928663	LOC101928663	uncharacterized LOC101928663
1557900_at	6493	SIM2	SIM bHLH transcription factor 2
1557905_s_at	960	CD44	CD44 molecule (IN blood group)
1557906_at			
1557907_x_at			
1557908_at			
1557910_at	3326	HSP90AB1	heat shock protein 90 alpha family class B member 1
1557914_s_at	100616104	ERVFH21-1	endogenous retrovirus group FH21 member 1
1557915_s_at	9446	GSTO1	glutathione S-transferase omega 1
1557918_s_at	6566	SLC16A1	solute carrier family 16 member 1
1557919_a_at	100289683	ERVH-3	endogenous retrovirus group H member 3
1557921_s_at	100506498	LINC02274	long intergenic non-protein coding RNA 2274
1557924_s_at	249	ALPL	alkaline phosphatase, biomineralization associated
1557938_s_at	284119	CAVIN1	caveolae associated protein 1
1557943_at	1267	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase
1557944_s_at	100528016	TMX2-CTNND1	TMX2-CTNND1 readthrough (NMD candidate)
1557944_s_at	1500	CTNND1	catenin delta 1
1557945_at	6991	DYNLT2	dynein light chain Tctex-type 2
1557948_at	653583	PHLDB3	pleckstrin homology like domain family B member 3
1557950_at	9147	NEMF	nuclear export mediator factor
1557953_at	7586	ZKSCAN1	zinc finger with KRAB and SCAN domains 1
1557954_at	55787	TXLNG	taxilin gamma
1557961_s_at	100127983	C8orf88	chromosome 8 open reading frame 88
1557963_at	9578	CDC42BPB	CDC42 binding protein kinase beta
1557964_at	1982	EIF4G2	eukaryotic translation initiation factor 4 gamma 2
1557965_at	130916	MTERF4	mitochondrial transcription termination factor 4
1557966_x_at	130916	MTERF4	mitochondrial transcription termination factor 4
1557970_s_at	6196	RPS6KA2	ribosomal protein S6 kinase A2
1557981_at	6203	RPS9	ribosomal protein S9
1557984_s_at	79657	RPAP3	RNA polymerase II associated protein 3
1557985_s_at	84131	CEP78	centrosomal protein 78
1557986_s_at	140775	SMCR8	SMCR8-C9orf72 complex subunit
1557987_at			
1557991_at	131965	METTL6	methyltransferase 6, tRNA N3-cytidine
1557993_at	5336	PLCG2	phospholipase C gamma 2
1557994_at	7273	TTN	titin
1557996_at			
1557998_at	254827	NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2
1558000_at	84159	ARID5B	AT-rich interaction domain 5B
1558001_s_at	84159	ARID5B	AT-rich interaction domain 5B
1558002_at	11171	STRAP	serine/threonine kinase receptor associated protein
1558007_s_at	100506655	LCMT1-AS2	LCMT1 antisense RNA 2
1558009_at	6506	SLC1A2	solute carrier family 1 member 2
1558010_s_at	6506	SLC1A2	solute carrier family 1 member 2
1558011_at	101929599	LOC101929599	putative POM121-like protein 1-like pseudogene
1558011_at	441081	LOC441081	POM121 membrane glycoprotein (rat) pseudogene
1558014_s_at	84188	FAR1	fatty acyl-CoA reductase 1
1558015_s_at	10097	ACTR2	actin related protein 2
1558017_s_at	5074	PAWR	pro-apoptotic WT1 regulator
1558019_at			
1558020_at	51614	ERGIC3	ERGIC and golgi 3
1558021_at	10244	RABEPK	Rab9 effector protein with kelch motifs
1558027_s_at	5565	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
1558028_x_at	647979	NORAD	non-coding RNA activated by DNA damage
1558034_s_at	1356	CP	ceruloplasmin
1558041_a_at	653319	MATCAP1	microtubule associated tyrosine carboxypeptidase 1
1558044_s_at	118460	EXOSC6	exosome component 6
1558045_a_at	101930105	FAM239A	zinc finger protein 839 pseudogene
1558045_a_at	389906	LOC389906	zinc finger protein 839 pseudogene
1558046_x_at	101930105	FAM239A	zinc finger protein 839 pseudogene
1558046_x_at	389906	LOC389906	zinc finger protein 839 pseudogene
1558046_x_at	729162	FAM239B	zinc finger protein 839 pseudogene
1558048_x_at			
1558050_at	8893	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon
1558052_at	222068	TMED4	transmembrane p24 trafficking protein 4
1558053_s_at	222068	TMED4	transmembrane p24 trafficking protein 4
1558062_at	26267	FBXO10	F-box protein 10
1558066_s_at	125058	TBC1D16	TBC1 domain family member 16
1558075_at			
1558076_at	84250	SLF1	SMC5/6 complex localization factor 1
1558077_s_at	130752	MDH1B	malate dehydrogenase 1B
1558078_at			
1558080_s_at	5611	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
1558081_at	26783	SNORA65	small nucleolar RNA, H/ACA box 65
1558082_at	203238	CCDC171	coiled-coil domain containing 171
1558088_a_at	7329	UBE2I	ubiquitin conjugating enzyme E2 I
1558093_s_at	9782	MATR3	matrin 3
1558094_s_at	51244	CCDC174	coiled-coil domain containing 174
1558097_at	253143	PRR14L	proline rich 14 like
1558101_at	4774	NFIA	nuclear factor I A
1558102_at	50810	HDGFL3	HDGF like 3
1558103_a_at	50810	HDGFL3	HDGF like 3
1558105_a_at	84679	SLC9A7	solute carrier family 9 member A7
1558107_at	283788	LOC283788	FSHD region gene 1 pseudogene
1558109_x_at	283788	LOC283788	FSHD region gene 1 pseudogene
1558111_at	4154	MBNL1	muscleblind like splicing regulator 1
1558113_at	149297	FAM78B	family with sequence similarity 78 member B
1558115_at	8434	RECK	reversion inducing cysteine rich protein with kazal motifs
1558116_x_at	8434	RECK	reversion inducing cysteine rich protein with kazal motifs
1558117_s_at	57478	USP31	ubiquitin specific peptidase 31
1558118_at	26220	DGCR5	DiGeorge syndrome critical region gene 5
1558119_at	26262	TSPAN17	tetraspanin 17
1558120_at	1654	DDX3X	DEAD-box helicase 3 X-linked
1558121_at	80034	CSRNP3	cysteine and serine rich nuclear protein 3
1558122_s_at	80034	CSRNP3	cysteine and serine rich nuclear protein 3
1558123_at	255031	LINC00957	long intergenic non-protein coding RNA 957
1558124_at	134492	NUDCD2	NudC domain containing 2
1558128_at	730202	PAPOLA-DT	PAPOLA divergent transcript
1558135_at	6882	TAF11	TATA-box binding protein associated factor 11
1558136_s_at	6882	TAF11	TATA-box binding protein associated factor 11
1558139_at	503637	DUXAP8	double homeobox A pseudogene 8
1558140_at	5361	PLXNA1	plexin A1
1558142_at	23112	TNRC6B	trinucleotide repeat containing adaptor 6B
1558143_a_at	10018	BCL2L11	BCL2 like 11
